# Standard Model thermodynamics at O(g^4) [1503.04935]                                                    
#   Disclaimer: We do not recommend taking numerical derivatives from any of the functions, but rather    
#   directly using the derivative functions listed.  Theoretical errors are on the ~ 1% level.            
# Update Dec 2019                                    
#   The decoupling of neutrinos at T < 2 MeV has been incorporated into the results.                      
# Columns:                                           
    T[MeV]    p/T^4    e/T^4    s/T^3    c/T^3    w=p/e    c_s^2    g_eff    h_eff    i_eff
    0.26223781E+08    0.11453479E+02    0.34361280E+02    0.45814760E+02    0.13744909E+03    0.33332517E+00    0.33332166E+00    0.10444577E+03    0.10444513E+03    0.10444879E+03
    0.28031625E+08    0.11453539E+02    0.34361554E+02    0.45815092E+02    0.13745043E+03    0.33332424E+00    0.33332083E+00    0.10444660E+03    0.10444589E+03    0.10444980E+03
    0.29964100E+08    0.11453604E+02    0.34361843E+02    0.45815448E+02    0.13745183E+03    0.33332334E+00    0.33332002E+00    0.10444748E+03    0.10444670E+03    0.10445087E+03
    0.32029798E+08    0.11453676E+02    0.34362149E+02    0.45815825E+02    0.13745329E+03    0.33332246E+00    0.33331923E+00    0.10444841E+03    0.10444756E+03    0.10445198E+03
    0.34237904E+08    0.11453754E+02    0.34362470E+02    0.45816224E+02    0.13745480E+03    0.33332161E+00    0.33331846E+00    0.10444938E+03    0.10444847E+03    0.10445313E+03
    0.36598234E+08    0.11453837E+02    0.34362806E+02    0.45816643E+02    0.13745637E+03    0.33332078E+00    0.33331771E+00    0.10445041E+03    0.10444942E+03    0.10445432E+03
    0.39121284E+08    0.11453926E+02    0.34363157E+02    0.45817083E+02    0.13745799E+03    0.33331997E+00    0.33331698E+00    0.10445147E+03    0.10445042E+03    0.10445555E+03
    0.41818270E+08    0.11454021E+02    0.34363522E+02    0.45817542E+02    0.13745966E+03    0.33331918E+00    0.33331627E+00    0.10445258E+03    0.10445147E+03    0.10445682E+03
    0.44701184E+08    0.11454121E+02    0.34363900E+02    0.45818021E+02    0.13746138E+03    0.33331841E+00    0.33331558E+00    0.10445373E+03    0.10445256E+03    0.10445813E+03
    0.47782844E+08    0.11454226E+02    0.34364293E+02    0.45818518E+02    0.13746315E+03    0.33331767E+00    0.33331491E+00    0.10445492E+03    0.10445370E+03    0.10445947E+03
    0.51076951E+08    0.11454336E+02    0.34364698E+02    0.45819034E+02    0.13746497E+03    0.33331694E+00    0.33331426E+00    0.10445616E+03    0.10445487E+03    0.10446085E+03
    0.54598150E+08    0.11454451E+02    0.34365116E+02    0.45819567E+02    0.13746683E+03    0.33331623E+00    0.33331362E+00    0.10445743E+03    0.10445609E+03    0.10446227E+03
    0.58362098E+08    0.11454571E+02    0.34365547E+02    0.45820118E+02    0.13746874E+03    0.33331555E+00    0.33331300E+00    0.10445874E+03    0.10445734E+03    0.10446371E+03
    0.62385528E+08    0.11454696E+02    0.34365990E+02    0.45820685E+02    0.13747069E+03    0.33331488E+00    0.33331240E+00    0.10446008E+03    0.10445864E+03    0.10446520E+03
    0.66686331E+08    0.11454825E+02    0.34366444E+02    0.45821269E+02    0.13747268E+03    0.33331422E+00    0.33331181E+00    0.10446146E+03    0.10445997E+03    0.10446671E+03
    0.71283627E+08    0.11454958E+02    0.34366910E+02    0.45821869E+02    0.13747472E+03    0.33331359E+00    0.33331124E+00    0.10446288E+03    0.10446133E+03    0.10446826E+03
    0.76197857E+08    0.11455096E+02    0.34367387E+02    0.45822484E+02    0.13747679E+03    0.33331297E+00    0.33331069E+00    0.10446433E+03    0.10446274E+03    0.10446983E+03
    0.81450869E+08    0.11455238E+02    0.34367876E+02    0.45823114E+02    0.13747890E+03    0.33331237E+00    0.33331015E+00    0.10446581E+03    0.10446417E+03    0.10447144E+03
    0.87066019E+08    0.11455384E+02    0.34368374E+02    0.45823758E+02    0.13748105E+03    0.33331179E+00    0.33330962E+00    0.10446733E+03    0.10446564E+03    0.10447307E+03
    0.93068272E+08    0.11455534E+02    0.34368883E+02    0.45824417E+02    0.13748324E+03    0.33331122E+00    0.33330911E+00    0.10446888E+03    0.10446714E+03    0.10447474E+03
    0.99484316E+08    0.11455688E+02    0.34369402E+02    0.45825090E+02    0.13748547E+03    0.33331066E+00    0.33330861E+00    0.10447045E+03    0.10446868E+03    0.10447643E+03
    0.10634268E+09    0.11455846E+02    0.34369931E+02    0.45825777E+02    0.13748773E+03    0.33331012E+00    0.33330813E+00    0.10447206E+03    0.10447024E+03    0.10447814E+03
    0.11367384E+09    0.11456007E+02    0.34370469E+02    0.45826476E+02    0.13749002E+03    0.33330960E+00    0.33330766E+00    0.10447370E+03    0.10447184E+03    0.10447989E+03
    0.12151042E+09    0.11456172E+02    0.34371016E+02    0.45827188E+02    0.13749234E+03    0.33330909E+00    0.33330720E+00    0.10447536E+03    0.10447346E+03    0.10448165E+03
    0.12988724E+09    0.11456341E+02    0.34371573E+02    0.45827913E+02    0.13749470E+03    0.33330859E+00    0.33330675E+00    0.10447705E+03    0.10447511E+03    0.10448344E+03
    0.13884155E+09    0.11456512E+02    0.34372138E+02    0.45828650E+02    0.13749709E+03    0.33330811E+00    0.33330632E+00    0.10447877E+03    0.10447679E+03    0.10448526E+03
    0.14841316E+09    0.11456687E+02    0.34372711E+02    0.45829398E+02    0.13749951E+03    0.33330764E+00    0.33330590E+00    0.10448051E+03    0.10447850E+03    0.10448710E+03
    0.15864463E+09    0.11456865E+02    0.34373293E+02    0.45830158E+02    0.13750196E+03    0.33330719E+00    0.33330549E+00    0.10448228E+03    0.10448023E+03    0.10448896E+03
    0.16958145E+09    0.11457047E+02    0.34373882E+02    0.45830929E+02    0.13750444E+03    0.33330674E+00    0.33330509E+00    0.10448407E+03    0.10448199E+03    0.10449084E+03
    0.18127224E+09    0.11457231E+02    0.34374480E+02    0.45831711E+02    0.13750694E+03    0.33330631E+00    0.33330471E+00    0.10448589E+03    0.10448377E+03    0.10449275E+03
    0.19376899E+09    0.11457418E+02    0.34375085E+02    0.45832503E+02    0.13750947E+03    0.33330589E+00    0.33330433E+00    0.10448773E+03    0.10448558E+03    0.10449467E+03
    0.20712725E+09    0.11457608E+02    0.34375697E+02    0.45833306E+02    0.13751203E+03    0.33330548E+00    0.33330396E+00    0.10448959E+03    0.10448741E+03    0.10449661E+03
    0.22140642E+09    0.11457801E+02    0.34376317E+02    0.45834118E+02    0.13751462E+03    0.33330508E+00    0.33330361E+00    0.10449147E+03    0.10448926E+03    0.10449858E+03
    0.23666998E+09    0.11457997E+02    0.34376943E+02    0.45834940E+02    0.13751723E+03    0.33330470E+00    0.33330326E+00    0.10449338E+03    0.10449113E+03    0.10450056E+03
    0.25298579E+09    0.11458195E+02    0.34377577E+02    0.45835772E+02    0.13751986E+03    0.33330432E+00    0.33330293E+00    0.10449530E+03    0.10449303E+03    0.10450256E+03
    0.27042641E+09    0.11458396E+02    0.34378216E+02    0.45836612E+02    0.13752251E+03    0.33330396E+00    0.33330260E+00    0.10449725E+03    0.10449495E+03    0.10450458E+03
    0.28906936E+09    0.11458599E+02    0.34378863E+02    0.45837461E+02    0.13752519E+03    0.33330361E+00    0.33330229E+00    0.10449921E+03    0.10449688E+03    0.10450661E+03
    0.30899755E+09    0.11458804E+02    0.34379515E+02    0.45838319E+02    0.13752789E+03    0.33330326E+00    0.33330198E+00    0.10450119E+03    0.10449884E+03    0.10450867E+03
    0.33029956E+09    0.11459012E+02    0.34380173E+02    0.45839185E+02    0.13753062E+03    0.33330293E+00    0.33330168E+00    0.10450320E+03    0.10450081E+03    0.10451074E+03
    0.35307012E+09    0.11459223E+02    0.34380837E+02    0.45840060E+02    0.13753336E+03    0.33330260E+00    0.33330139E+00    0.10450521E+03    0.10450281E+03    0.10451282E+03
    0.37741045E+09    0.11459435E+02    0.34381507E+02    0.45840942E+02    0.13753612E+03    0.33330229E+00    0.33330111E+00    0.10450725E+03    0.10450482E+03    0.10451492E+03
    0.40342879E+09    0.11459649E+02    0.34382182E+02    0.45841832E+02    0.13753890E+03    0.33330198E+00    0.33330084E+00    0.10450930E+03    0.10450684E+03    0.10451703E+03
    0.43124081E+09    0.11459866E+02    0.34382863E+02    0.45842729E+02    0.13754170E+03    0.33330169E+00    0.33330058E+00    0.10451137E+03    0.10450889E+03    0.10451916E+03
    0.46097017E+09    0.11460085E+02    0.34383548E+02    0.45843633E+02    0.13754452E+03    0.33330140E+00    0.33330032E+00    0.10451345E+03    0.10451095E+03    0.10452130E+03
    0.49274904E+09    0.11460305E+02    0.34384239E+02    0.45844544E+02    0.13754736E+03    0.33330112E+00    0.33330007E+00    0.10451555E+03    0.10451303E+03    0.10452346E+03
    0.52671872E+09    0.11460528E+02    0.34384935E+02    0.45845462E+02    0.13755021E+03    0.33330085E+00    0.33329983E+00    0.10451767E+03    0.10451512E+03    0.10452563E+03
    0.56303024E+09    0.11460752E+02    0.34385635E+02    0.45846387E+02    0.13755308E+03    0.33330058E+00    0.33329960E+00    0.10451980E+03    0.10451723E+03    0.10452781E+03
    0.60184504E+09    0.11460978E+02    0.34386340E+02    0.45847318E+02    0.13755597E+03    0.33330033E+00    0.33329937E+00    0.10452194E+03    0.10451935E+03    0.10453000E+03
    0.64333570E+09    0.11461206E+02    0.34387049E+02    0.45848255E+02    0.13755887E+03    0.33330008E+00    0.33329915E+00    0.10452409E+03    0.10452149E+03    0.10453221E+03
    0.68768668E+09    0.11461436E+02    0.34387762E+02    0.45849198E+02    0.13756179E+03    0.33329984E+00    0.33329894E+00    0.10452626E+03    0.10452364E+03    0.10453442E+03
    0.73509519E+09    0.11461667E+02    0.34388480E+02    0.45850146E+02    0.13756472E+03    0.33329961E+00    0.33329873E+00    0.10452844E+03    0.10452580E+03    0.10453665E+03
    0.78577199E+09    0.11461900E+02    0.34389201E+02    0.45851101E+02    0.13756766E+03    0.33329938E+00    0.33329854E+00    0.10453064E+03    0.10452798E+03    0.10453889E+03
    0.83994241E+09    0.11462134E+02    0.34389927E+02    0.45852060E+02    0.13757062E+03    0.33329916E+00    0.33329834E+00    0.10453284E+03    0.10453016E+03    0.10454114E+03
    0.89784729E+09    0.11462370E+02    0.34390656E+02    0.45853025E+02    0.13757359E+03    0.33329895E+00    0.33329816E+00    0.10453506E+03    0.10453236E+03    0.10454340E+03
    0.95974408E+09    0.11462607E+02    0.34391389E+02    0.45853995E+02    0.13757658E+03    0.33329875E+00    0.33329798E+00    0.10453729E+03    0.10453457E+03    0.10454566E+03
    0.10259080E+10    0.11462845E+02    0.34392125E+02    0.45854970E+02    0.13757958E+03    0.33329855E+00    0.33329780E+00    0.10453952E+03    0.10453680E+03    0.10454794E+03
    0.10966332E+10    0.11463085E+02    0.34392865E+02    0.45855950E+02    0.13758258E+03    0.33329836E+00    0.33329763E+00    0.10454177E+03    0.10453903E+03    0.10455023E+03
    0.11722341E+10    0.11463326E+02    0.34393607E+02    0.45856934E+02    0.13758560E+03    0.33329817E+00    0.33329747E+00    0.10454403E+03    0.10454127E+03    0.10455252E+03
    0.12530468E+10    0.11463569E+02    0.34394354E+02    0.45857923E+02    0.13758863E+03    0.33329799E+00    0.33329731E+00    0.10454630E+03    0.10454353E+03    0.10455483E+03
    0.13394308E+10    0.11463813E+02    0.34395103E+02    0.45858915E+02    0.13759168E+03    0.33329782E+00    0.33329716E+00    0.10454858E+03    0.10454579E+03    0.10455714E+03
    0.14317699E+10    0.11464058E+02    0.34395855E+02    0.45859912E+02    0.13759473E+03    0.33329765E+00    0.33329702E+00    0.10455086E+03    0.10454806E+03    0.10455946E+03
    0.15304749E+10    0.11464304E+02    0.34396610E+02    0.45860913E+02    0.13759779E+03    0.33329749E+00    0.33329688E+00    0.10455316E+03    0.10455035E+03    0.10456178E+03
    0.16359844E+10    0.11464551E+02    0.34397367E+02    0.45861918E+02    0.13760086E+03    0.33329733E+00    0.33329674E+00    0.10455546E+03    0.10455264E+03    0.10456411E+03
    0.17487677E+10    0.11464799E+02    0.34398127E+02    0.45862926E+02    0.13760394E+03    0.33329718E+00    0.33329661E+00    0.10455777E+03    0.10455493E+03    0.10456645E+03
    0.18693262E+10    0.11465048E+02    0.34398890E+02    0.45863938E+02    0.13760703E+03    0.33329704E+00    0.33329648E+00    0.10456009E+03    0.10455724E+03    0.10456880E+03
    0.19981959E+10    0.11465298E+02    0.34399655E+02    0.45864954E+02    0.13761012E+03    0.33329690E+00    0.33329636E+00    0.10456241E+03    0.10455956E+03    0.10457115E+03
    0.21359497E+10    0.11465549E+02    0.34400423E+02    0.45865972E+02    0.13761323E+03    0.33329676E+00    0.33329625E+00    0.10456475E+03    0.10456188E+03    0.10457351E+03
    0.22832002E+10    0.11465802E+02    0.34401193E+02    0.45866994E+02    0.13761634E+03    0.33329663E+00    0.33329613E+00    0.10456709E+03    0.10456421E+03    0.10457588E+03
    0.24406020E+10    0.11466055E+02    0.34401964E+02    0.45868019E+02    0.13761946E+03    0.33329651E+00    0.33329603E+00    0.10456943E+03    0.10456654E+03    0.10457825E+03
    0.26088549E+10    0.11466308E+02    0.34402738E+02    0.45869047E+02    0.13762259E+03    0.33329638E+00    0.33329592E+00    0.10457179E+03    0.10456889E+03    0.10458062E+03
    0.27887070E+10    0.11466563E+02    0.34403514E+02    0.45870077E+02    0.13762572E+03    0.33329627E+00    0.33329582E+00    0.10457414E+03    0.10457124E+03    0.10458301E+03
    0.29809580E+10    0.11466818E+02    0.34404292E+02    0.45871111E+02    0.13762886E+03    0.33329616E+00    0.33329573E+00    0.10457651E+03    0.10457359E+03    0.10458539E+03
    0.31864626E+10    0.11467075E+02    0.34405072E+02    0.45872147E+02    0.13763200E+03    0.33329605E+00    0.33329564E+00    0.10457888E+03    0.10457595E+03    0.10458778E+03
    0.34061344E+10    0.11467331E+02    0.34405853E+02    0.45873185E+02    0.13763516E+03    0.33329595E+00    0.33329555E+00    0.10458125E+03    0.10457832E+03    0.10459018E+03
    0.36409503E+10    0.11467589E+02    0.34406636E+02    0.45874226E+02    0.13763831E+03    0.33329585E+00    0.33329547E+00    0.10458363E+03    0.10458069E+03    0.10459258E+03
    0.38919542E+10    0.11467847E+02    0.34407421E+02    0.45875269E+02    0.13764147E+03    0.33329575E+00    0.33329539E+00    0.10458602E+03    0.10458307E+03    0.10459498E+03
    0.41602620E+10    0.11468106E+02    0.34408207E+02    0.45876314E+02    0.13764464E+03    0.33329566E+00    0.33329531E+00    0.10458841E+03    0.10458545E+03    0.10459738E+03
    0.44470667E+10    0.11468366E+02    0.34408995E+02    0.45877361E+02    0.13764781E+03    0.33329558E+00    0.33329524E+00    0.10459080E+03    0.10458784E+03    0.10459979E+03
    0.47536436E+10    0.11468626E+02    0.34409784E+02    0.45878410E+02    0.13765099E+03    0.33329549E+00    0.33329517E+00    0.10459320E+03    0.10459023E+03    0.10460221E+03
    0.50813555E+10    0.11468887E+02    0.34410574E+02    0.45879461E+02    0.13765417E+03    0.33329542E+00    0.33329511E+00    0.10459560E+03    0.10459263E+03    0.10460462E+03
    0.54316596E+10    0.11469148E+02    0.34411366E+02    0.45880513E+02    0.13765735E+03    0.33329534E+00    0.33329505E+00    0.10459801E+03    0.10459503E+03    0.10460704E+03
    0.58061133E+10    0.11469410E+02    0.34412158E+02    0.45881568E+02    0.13766054E+03    0.33329527E+00    0.33329499E+00    0.10460042E+03    0.10459743E+03    0.10460947E+03
    0.62063816E+10    0.11469672E+02    0.34412952E+02    0.45882624E+02    0.13766373E+03    0.33329520E+00    0.33329493E+00    0.10460283E+03    0.10459984E+03    0.10461189E+03
    0.66342440E+10    0.11469934E+02    0.34413747E+02    0.45883681E+02    0.13766692E+03    0.33329514E+00    0.33329488E+00    0.10460525E+03    0.10460225E+03    0.10461432E+03
    0.70916029E+10    0.11470198E+02    0.34414543E+02    0.45884740E+02    0.13767012E+03    0.33329508E+00    0.33329483E+00    0.10460767E+03    0.10460466E+03    0.10461675E+03
    0.75804916E+10    0.11470461E+02    0.34415339E+02    0.45885800E+02    0.13767332E+03    0.33329502E+00    0.33329479E+00    0.10461009E+03    0.10460708E+03    0.10461918E+03
    0.81030839E+10    0.11470725E+02    0.34416137E+02    0.45886862E+02    0.13767652E+03    0.33329496E+00    0.33329474E+00    0.10461251E+03    0.10460950E+03    0.10462161E+03
    0.86617033E+10    0.11470989E+02    0.34416935E+02    0.45887924E+02    0.13767973E+03    0.33329491E+00    0.33329470E+00    0.10461494E+03    0.10461192E+03    0.10462405E+03
    0.92588334E+10    0.11471254E+02    0.34417734E+02    0.45888988E+02    0.13768294E+03    0.33329486E+00    0.33329467E+00    0.10461737E+03    0.10461435E+03    0.10462649E+03
    0.98971291E+10    0.11471519E+02    0.34418534E+02    0.45890053E+02    0.13768614E+03    0.33329482E+00    0.33329463E+00    0.10461980E+03    0.10461678E+03    0.10462892E+03
    0.10579428E+11    0.11471784E+02    0.34419334E+02    0.45891118E+02    0.13768935E+03    0.33329477E+00    0.33329460E+00    0.10462223E+03    0.10461920E+03    0.10463136E+03
    0.11308765E+11    0.11472050E+02    0.34420135E+02    0.45892185E+02    0.13769257E+03    0.33329473E+00    0.33329457E+00    0.10462466E+03    0.10462164E+03    0.10463380E+03
    0.12088381E+11    0.11472316E+02    0.34420937E+02    0.45893252E+02    0.13769578E+03    0.33329470E+00    0.33329454E+00    0.10462710E+03    0.10462407E+03    0.10463625E+03
    0.12921743E+11    0.11472582E+02    0.34421738E+02    0.45894320E+02    0.13769899E+03    0.33329466E+00    0.33329452E+00    0.10462954E+03    0.10462650E+03    0.10463869E+03
    0.13812556E+11    0.11472848E+02    0.34422541E+02    0.45895389E+02    0.13770221E+03    0.33329463E+00    0.33329450E+00    0.10463198E+03    0.10462894E+03    0.10464113E+03
    0.14764782E+11    0.11473115E+02    0.34423344E+02    0.45896458E+02    0.13770543E+03    0.33329460E+00    0.33329448E+00    0.10463442E+03    0.10463138E+03    0.10464358E+03
    0.15782652E+11    0.11473381E+02    0.34424147E+02    0.45897528E+02    0.13770864E+03    0.33329458E+00    0.33329446E+00    0.10463686E+03    0.10463382E+03    0.10464602E+03
    0.16870694E+11    0.11473648E+02    0.34424950E+02    0.45898598E+02    0.13771186E+03    0.33329455E+00    0.33329445E+00    0.10463930E+03    0.10463626E+03    0.10464846E+03
    0.18033745E+11    0.11473915E+02    0.34425753E+02    0.45899669E+02    0.13771508E+03    0.33329453E+00    0.33329443E+00    0.10464174E+03    0.10463870E+03    0.10465091E+03
    0.19276975E+11    0.11474183E+02    0.34426557E+02    0.45900740E+02    0.13771829E+03    0.33329451E+00    0.33329442E+00    0.10464419E+03    0.10464114E+03    0.10465335E+03
    0.20605913E+11    0.11474450E+02    0.34427361E+02    0.45901811E+02    0.13772151E+03    0.33329450E+00    0.33329442E+00    0.10464663E+03    0.10464358E+03    0.10465580E+03
    0.22026466E+11    0.11474717E+02    0.34428165E+02    0.45902883E+02    0.13772473E+03    0.33329448E+00    0.33329441E+00    0.10464907E+03    0.10464602E+03    0.10465824E+03
    0.23544951E+11    0.11474985E+02    0.34428969E+02    0.45903954E+02    0.13772795E+03    0.33329447E+00    0.33329441E+00    0.10465152E+03    0.10464847E+03    0.10466069E+03
    0.25168118E+11    0.11475253E+02    0.34429773E+02    0.45905026E+02    0.13773116E+03    0.33329446E+00    0.33329440E+00    0.10465396E+03    0.10465091E+03    0.10466313E+03
    0.26903186E+11    0.11475520E+02    0.34430577E+02    0.45906098E+02    0.13773438E+03    0.33329445E+00    0.33329440E+00    0.10465641E+03    0.10465335E+03    0.10466558E+03
    0.28757868E+11    0.11475788E+02    0.34431381E+02    0.45907169E+02    0.13773759E+03    0.33329444E+00    0.33329441E+00    0.10465885E+03    0.10465580E+03    0.10466802E+03
    0.30740409E+11    0.11476056E+02    0.34432185E+02    0.45908241E+02    0.13774081E+03    0.33329444E+00    0.33329441E+00    0.10466129E+03    0.10465824E+03    0.10467046E+03
    0.32859626E+11    0.11476324E+02    0.34432989E+02    0.45909313E+02    0.13774402E+03    0.33329444E+00    0.33329441E+00    0.10466374E+03    0.10466068E+03    0.10467290E+03
    0.35124939E+11    0.11476592E+02    0.34433793E+02    0.45910384E+02    0.13774723E+03    0.33329444E+00    0.33329442E+00    0.10466618E+03    0.10466313E+03    0.10467535E+03
    0.37546421E+11    0.11476859E+02    0.34434596E+02    0.45911456E+02    0.13775044E+03    0.33329444E+00    0.33329443E+00    0.10466862E+03    0.10466557E+03    0.10467778E+03
    0.40134837E+11    0.11477127E+02    0.34435399E+02    0.45912527E+02    0.13775365E+03    0.33329445E+00    0.33329444E+00    0.10467106E+03    0.10466801E+03    0.10468022E+03
    0.42901697E+11    0.11477395E+02    0.34436202E+02    0.45913598E+02    0.13775686E+03    0.33329445E+00    0.33329445E+00    0.10467350E+03    0.10467045E+03    0.10468266E+03
    0.45859302E+11    0.11477663E+02    0.34437005E+02    0.45914668E+02    0.13776007E+03    0.33329446E+00    0.33329447E+00    0.10467594E+03    0.10467289E+03    0.10468510E+03
    0.49020801E+11    0.11477931E+02    0.34437807E+02    0.45915738E+02    0.13776327E+03    0.33329447E+00    0.33329448E+00    0.10467838E+03    0.10467533E+03    0.10468753E+03
    0.52400251E+11    0.11478198E+02    0.34438609E+02    0.45916808E+02    0.13776647E+03    0.33329448E+00    0.33329450E+00    0.10468082E+03    0.10467777E+03    0.10468997E+03
    0.56012678E+11    0.11478466E+02    0.34439411E+02    0.45917877E+02    0.13776967E+03    0.33329449E+00    0.33329452E+00    0.10468326E+03    0.10468021E+03    0.10469240E+03
    0.59874142E+11    0.11478733E+02    0.34440212E+02    0.45918945E+02    0.13777287E+03    0.33329450E+00    0.33329454E+00    0.10468569E+03    0.10468264E+03    0.10469483E+03
    0.64001812E+11    0.11479001E+02    0.34441013E+02    0.45920014E+02    0.13777607E+03    0.33329452E+00    0.33329456E+00    0.10468813E+03    0.10468508E+03    0.10469726E+03
    0.68414039E+11    0.11479268E+02    0.34441813E+02    0.45921081E+02    0.13777926E+03    0.33329454E+00    0.33329458E+00    0.10469056E+03    0.10468751E+03    0.10469968E+03
    0.73130442E+11    0.11479535E+02    0.34442613E+02    0.45922148E+02    0.13778245E+03    0.33329456E+00    0.33329461E+00    0.10469299E+03    0.10468994E+03    0.10470211E+03
    0.78171989E+11    0.11479802E+02    0.34443412E+02    0.45923214E+02    0.13778564E+03    0.33329458E+00    0.33329463E+00    0.10469542E+03    0.10469237E+03    0.10470453E+03
    0.83561096E+11    0.11480069E+02    0.34444210E+02    0.45924280E+02    0.13778883E+03    0.33329460E+00    0.33329466E+00    0.10469785E+03    0.10469480E+03    0.10470695E+03
    0.89321723E+11    0.11480336E+02    0.34445009E+02    0.45925345E+02    0.13779201E+03    0.33329462E+00    0.33329469E+00    0.10470027E+03    0.10469723E+03    0.10470937E+03
    0.95479483E+11    0.11480603E+02    0.34445806E+02    0.45926409E+02    0.13779519E+03    0.33329464E+00    0.33329472E+00    0.10470269E+03    0.10469966E+03    0.10471179E+03
    0.10206175E+12    0.11480869E+02    0.34446603E+02    0.45927472E+02    0.13779837E+03    0.33329467E+00    0.33329475E+00    0.10470512E+03    0.10470208E+03    0.10471420E+03
    0.10909780E+12    0.11481135E+02    0.34447399E+02    0.45928534E+02    0.13780154E+03    0.33329470E+00    0.33329478E+00    0.10470754E+03    0.10470450E+03    0.10471661E+03
    0.11661890E+12    0.11481401E+02    0.34448194E+02    0.45929596E+02    0.13780471E+03    0.33329473E+00    0.33329481E+00    0.10470995E+03    0.10470692E+03    0.10471902E+03
    0.12465851E+12    0.11481667E+02    0.34448989E+02    0.45930656E+02    0.13780788E+03    0.33329475E+00    0.33329485E+00    0.10471237E+03    0.10470934E+03    0.10472143E+03
    0.13325235E+12    0.11481933E+02    0.34449783E+02    0.45931716E+02    0.13781105E+03    0.33329479E+00    0.33329488E+00    0.10471478E+03    0.10471176E+03    0.10472384E+03
    0.14243865E+12    0.11482199E+02    0.34450576E+02    0.45932775E+02    0.13781421E+03    0.33329482E+00    0.33329492E+00    0.10471720E+03    0.10471417E+03    0.10472624E+03
    0.15225824E+12    0.11482464E+02    0.34451369E+02    0.45933833E+02    0.13781737E+03    0.33329485E+00    0.33329495E+00    0.10471960E+03    0.10471658E+03    0.10472864E+03
    0.16275479E+12    0.11482729E+02    0.34452161E+02    0.45934889E+02    0.13782052E+03    0.33329488E+00    0.33329499E+00    0.10472201E+03    0.10471899E+03    0.10473104E+03
    0.17397496E+12    0.11482994E+02    0.34452951E+02    0.45935945E+02    0.13782367E+03    0.33329492E+00    0.33329503E+00    0.10472441E+03    0.10472140E+03    0.10473343E+03
    0.18596864E+12    0.11483258E+02    0.34453742E+02    0.45937000E+02    0.13782682E+03    0.33329496E+00    0.33329507E+00    0.10472682E+03    0.10472380E+03    0.10473582E+03
    0.19878915E+12    0.11483523E+02    0.34454531E+02    0.45938053E+02    0.13782996E+03    0.33329499E+00    0.33329511E+00    0.10472922E+03    0.10472620E+03    0.10473821E+03
    0.21249350E+12    0.11483787E+02    0.34455319E+02    0.45939106E+02    0.13783310E+03    0.33329503E+00    0.33329515E+00    0.10473161E+03    0.10472860E+03    0.10474060E+03
    0.22714261E+12    0.11484050E+02    0.34456107E+02    0.45940157E+02    0.13783624E+03    0.33329507E+00    0.33329520E+00    0.10473401E+03    0.10473100E+03    0.10474298E+03
    0.24280162E+12    0.11484314E+02    0.34456893E+02    0.45941207E+02    0.13783937E+03    0.33329511E+00    0.33329524E+00    0.10473640E+03    0.10473339E+03    0.10474536E+03
    0.25954014E+12    0.11484577E+02    0.34457679E+02    0.45942256E+02    0.13784250E+03    0.33329515E+00    0.33329529E+00    0.10473878E+03    0.10473578E+03    0.10474774E+03
    0.27743261E+12    0.11484840E+02    0.34458463E+02    0.45943304E+02    0.13784563E+03    0.33329519E+00    0.33329533E+00    0.10474117E+03    0.10473817E+03    0.10475012E+03
    0.29655857E+12    0.11485103E+02    0.34459247E+02    0.45944350E+02    0.13784875E+03    0.33329524E+00    0.33329538E+00    0.10474355E+03    0.10474056E+03    0.10475249E+03
    0.31700305E+12    0.11485365E+02    0.34460030E+02    0.45945395E+02    0.13785186E+03    0.33329528E+00    0.33329543E+00    0.10474593E+03    0.10474294E+03    0.10475485E+03
    0.33885695E+12    0.11485627E+02    0.34460812E+02    0.45946439E+02    0.13785498E+03    0.33329533E+00    0.33329547E+00    0.10474831E+03    0.10474532E+03    0.10475722E+03
    0.36221745E+12    0.11485889E+02    0.34461593E+02    0.45947482E+02    0.13785808E+03    0.33329537E+00    0.33329552E+00    0.10475068E+03    0.10474770E+03    0.10475958E+03
    0.38718840E+12    0.11486151E+02    0.34462372E+02    0.45948523E+02    0.13786119E+03    0.33329542E+00    0.33329557E+00    0.10475305E+03    0.10475007E+03    0.10476194E+03
    0.41388082E+12    0.11486412E+02    0.34463151E+02    0.45949563E+02    0.13786429E+03    0.33329547E+00    0.33329562E+00    0.10475542E+03    0.10475244E+03    0.10476429E+03
    0.44241339E+12    0.11486673E+02    0.34463929E+02    0.45950602E+02    0.13786738E+03    0.33329551E+00    0.33329567E+00    0.10475778E+03    0.10475481E+03    0.10476665E+03
    0.47291298E+12    0.11486933E+02    0.34464705E+02    0.45951639E+02    0.13787047E+03    0.33329556E+00    0.33329572E+00    0.10476014E+03    0.10475717E+03    0.10476900E+03
    0.50551517E+12    0.11487194E+02    0.34465481E+02    0.45952674E+02    0.13787356E+03    0.33329561E+00    0.33329578E+00    0.10476250E+03    0.10475954E+03    0.10477134E+03
    0.54036494E+12    0.11487453E+02    0.34466255E+02    0.45953709E+02    0.13787664E+03    0.33329566E+00    0.33329583E+00    0.10476485E+03    0.10476189E+03    0.10477368E+03
    0.57761721E+12    0.11487713E+02    0.34467029E+02    0.45954742E+02    0.13787972E+03    0.33329571E+00    0.33329588E+00    0.10476720E+03    0.10476425E+03    0.10477602E+03
