# Standard Model thermodynamics at O(g^4) [1503.04935]                                                    
#   Disclaimer: We do not recommend taking numerical derivatives from any of the functions, but rather    
#   directly using the derivative functions listed.  Theoretical errors are on the ~ 1% level.            
# Update Dec 2019                                    
#   The decoupling of neutrinos at T < 2 MeV has been incorporated into the results.                      
# Columns:                                           
    T[MeV]    p/T^4    e/T^4    s/T^3    c/T^3    w=p/e    c_s^2    g_eff    h_eff    i_eff
    0.16700000E+06    0.11296308E+02    0.34509493E+02    0.45805801E+02    0.13776239E+03    0.32733915E+00    0.33249859E+00    0.10489628E+03    0.10442471E+03    0.10468687E+03
    0.16733333E+06    0.11297541E+02    0.34508931E+02    0.45806472E+02    0.13774849E+03    0.32738022E+00    0.33253701E+00    0.10489457E+03    0.10442623E+03    0.10467630E+03
    0.16766667E+06    0.11298764E+02    0.34508354E+02    0.45807118E+02    0.13774310E+03    0.32742111E+00    0.33255472E+00    0.10489282E+03    0.10442771E+03    0.10467221E+03
    0.16800000E+06    0.11299975E+02    0.34507782E+02    0.45807757E+02    0.13774639E+03    0.32746165E+00    0.33255143E+00    0.10489108E+03    0.10442916E+03    0.10467470E+03
    0.16833333E+06    0.11301176E+02    0.34507221E+02    0.45808396E+02    0.13774671E+03    0.32750177E+00    0.33255530E+00    0.10488937E+03    0.10443062E+03    0.10467494E+03
    0.16866667E+06    0.11302366E+02    0.34506663E+02    0.45809029E+02    0.13774424E+03    0.32754156E+00    0.33256585E+00    0.10488768E+03    0.10443206E+03    0.10467307E+03
    0.16900000E+06    0.11303546E+02    0.34506102E+02    0.45809648E+02    0.13773892E+03    0.32758106E+00    0.33258318E+00    0.10488597E+03    0.10443347E+03    0.10466903E+03
    0.16933333E+06    0.11304715E+02    0.34505537E+02    0.45810252E+02    0.13773377E+03    0.32762032E+00    0.33260001E+00    0.10488425E+03    0.10443485E+03    0.10466511E+03
    0.16966667E+06    0.11305874E+02    0.34504969E+02    0.45810843E+02    0.13773101E+03    0.32765930E+00    0.33261095E+00    0.10488253E+03    0.10443620E+03    0.10466302E+03
    0.17000000E+06    0.11307023E+02    0.34504403E+02    0.45811426E+02    0.13773070E+03    0.32769797E+00    0.33261593E+00    0.10488081E+03    0.10443753E+03    0.10466278E+03
    0.17033333E+06    0.11308162E+02    0.34503841E+02    0.45812002E+02    0.13772819E+03    0.32773632E+00    0.33262617E+00    0.10487910E+03    0.10443884E+03    0.10466088E+03
    0.17066667E+06    0.11309290E+02    0.34503280E+02    0.45812571E+02    0.13772752E+03    0.32777435E+00    0.33263192E+00    0.10487740E+03    0.10444014E+03    0.10466037E+03
    0.17100000E+06    0.11310409E+02    0.34502726E+02    0.45813136E+02    0.13772872E+03    0.32781205E+00    0.33263313E+00    0.10487571E+03    0.10444143E+03    0.10466128E+03
    0.17133333E+06    0.11311519E+02    0.34502179E+02    0.45813698E+02    0.13772901E+03    0.32784939E+00    0.33263652E+00    0.10487405E+03    0.10444271E+03    0.10466150E+03
    0.17166667E+06    0.11312618E+02    0.34501638E+02    0.45814256E+02    0.13772909E+03    0.32788641E+00    0.33264038E+00    0.10487240E+03    0.10444398E+03    0.10466156E+03
    0.17200000E+06    0.11313708E+02    0.34501101E+02    0.45814810E+02    0.13772896E+03    0.32792310E+00    0.33264471E+00    0.10487077E+03    0.10444524E+03    0.10466146E+03
    0.17233333E+06    0.11314789E+02    0.34500570E+02    0.45815359E+02    0.13772894E+03    0.32795947E+00    0.33264873E+00    0.10486916E+03    0.10444649E+03    0.10466145E+03
    0.17266667E+06    0.11315860E+02    0.34500044E+02    0.45815904E+02    0.13772875E+03    0.32799552E+00    0.33265317E+00    0.10486756E+03    0.10444774E+03    0.10466130E+03
    0.17300000E+06    0.11316922E+02    0.34499522E+02    0.45816444E+02    0.13772836E+03    0.32803126E+00    0.33265803E+00    0.10486597E+03    0.10444897E+03    0.10466100E+03
    0.17333333E+06    0.11317974E+02    0.34499005E+02    0.45816979E+02    0.13772807E+03    0.32806670E+00    0.33266260E+00    0.10486440E+03    0.10445019E+03    0.10466079E+03
    0.17366667E+06    0.11319018E+02    0.34498491E+02    0.45817510E+02    0.13772762E+03    0.32810183E+00    0.33266754E+00    0.10486284E+03    0.10445140E+03    0.10466044E+03
    0.17400000E+06    0.11320053E+02    0.34497982E+02    0.45818035E+02    0.13772700E+03    0.32813667E+00    0.33267286E+00    0.10486129E+03    0.10445259E+03    0.10465997E+03
    0.17433333E+06    0.11321079E+02    0.34497477E+02    0.45818555E+02    0.13772647E+03    0.32817122E+00    0.33267792E+00    0.10485975E+03    0.10445378E+03    0.10465957E+03
    0.17466667E+06    0.11322096E+02    0.34496975E+02    0.45819071E+02    0.13772579E+03    0.32820548E+00    0.33268330E+00    0.10485823E+03    0.10445496E+03    0.10465905E+03
    0.17500000E+06    0.11323104E+02    0.34496476E+02    0.45819580E+02    0.13772496E+03    0.32823945E+00    0.33268901E+00    0.10485671E+03    0.10445612E+03    0.10465842E+03
    0.17533333E+06    0.11324104E+02    0.34495981E+02    0.45820085E+02    0.13772421E+03    0.32827315E+00    0.33269449E+00    0.10485521E+03    0.10445727E+03    0.10465785E+03
    0.17566667E+06    0.11325096E+02    0.34495488E+02    0.45820584E+02    0.13772332E+03    0.32830657E+00    0.33270025E+00    0.10485371E+03    0.10445841E+03    0.10465718E+03
    0.17600000E+06    0.11326078E+02    0.34494999E+02    0.45821077E+02    0.13772230E+03    0.32833972E+00    0.33270630E+00    0.10485222E+03    0.10445953E+03    0.10465640E+03
    0.17633333E+06    0.11327053E+02    0.34494512E+02    0.45821565E+02    0.13772144E+03    0.32837261E+00    0.33271194E+00    0.10485075E+03    0.10446064E+03    0.10465574E+03
    0.17666667E+06    0.11328019E+02    0.34494029E+02    0.45822048E+02    0.13772029E+03    0.32840523E+00    0.33271822E+00    0.10484927E+03    0.10446174E+03    0.10465487E+03
    0.17700000E+06    0.11328977E+02    0.34493547E+02    0.45822524E+02    0.13771885E+03    0.32843759E+00    0.33272515E+00    0.10484781E+03    0.10446283E+03    0.10465378E+03
    0.17733333E+06    0.11329927E+02    0.34493067E+02    0.45822995E+02    0.13771770E+03    0.32846970E+00    0.33273134E+00    0.10484635E+03    0.10446390E+03    0.10465290E+03
    0.17766667E+06    0.11330870E+02    0.34492590E+02    0.45823459E+02    0.13771616E+03    0.32850156E+00    0.33273843E+00    0.10484490E+03    0.10446496E+03    0.10465173E+03
    0.17800000E+06    0.11331804E+02    0.34492113E+02    0.45823917E+02    0.13771422E+03    0.32853318E+00    0.33274645E+00    0.10484345E+03    0.10446600E+03    0.10465026E+03
    0.17833333E+06    0.11332730E+02    0.34491637E+02    0.45824367E+02    0.13771186E+03    0.32856457E+00    0.33275541E+00    0.10484200E+03    0.10446703E+03    0.10464847E+03
    0.17866667E+06    0.11333648E+02    0.34491162E+02    0.45824810E+02    0.13771063E+03    0.32859572E+00    0.33276159E+00    0.10484056E+03    0.10446804E+03    0.10464753E+03
    0.17900000E+06    0.11334559E+02    0.34490690E+02    0.45825249E+02    0.13771056E+03    0.32862663E+00    0.33276496E+00    0.10483913E+03    0.10446904E+03    0.10464748E+03
    0.17933333E+06    0.11335462E+02    0.34490221E+02    0.45825683E+02    0.13770924E+03    0.32865728E+00    0.33277130E+00    0.10483770E+03    0.10447003E+03    0.10464648E+03
    0.17966667E+06    0.11336358E+02    0.34489755E+02    0.45826113E+02    0.13770915E+03    0.32868768E+00    0.33277465E+00    0.10483628E+03    0.10447101E+03    0.10464640E+03
    0.18000000E+06    0.11337246E+02    0.34489295E+02    0.45826540E+02    0.13771029E+03    0.32871782E+00    0.33277498E+00    0.10483488E+03    0.10447198E+03    0.10464727E+03
    0.18033333E+06    0.11338126E+02    0.34488839E+02    0.45826966E+02    0.13771017E+03    0.32874770E+00    0.33277836E+00    0.10483350E+03    0.10447295E+03    0.10464718E+03
    0.18066667E+06    0.11339000E+02    0.34488389E+02    0.45827389E+02    0.13771120E+03    0.32877731E+00    0.33277896E+00    0.10483213E+03    0.10447392E+03    0.10464796E+03
    0.18100000E+06    0.11339866E+02    0.34487946E+02    0.45827811E+02    0.13771339E+03    0.32880665E+00    0.33277674E+00    0.10483078E+03    0.10447488E+03    0.10464962E+03
    0.18133333E+06    0.11340725E+02    0.34487509E+02    0.45828234E+02    0.13771443E+03    0.32883572E+00    0.33277727E+00    0.10482946E+03    0.10447585E+03    0.10465042E+03
    0.18166667E+06    0.11341577E+02    0.34487080E+02    0.45828657E+02    0.13771641E+03    0.32886451E+00    0.33277557E+00    0.10482815E+03    0.10447681E+03    0.10465192E+03
    0.18200000E+06    0.11342422E+02    0.34486659E+02    0.45829080E+02    0.13771932E+03    0.32889303E+00    0.33277161E+00    0.10482687E+03    0.10447778E+03    0.10465413E+03
    0.18233333E+06    0.11343260E+02    0.34486247E+02    0.45829506E+02    0.13772190E+03    0.32892125E+00    0.33276846E+00    0.10482562E+03    0.10447875E+03    0.10465610E+03
    0.18266667E+06    0.11344091E+02    0.34485843E+02    0.45829933E+02    0.13772400E+03    0.32894921E+00    0.33276651E+00    0.10482439E+03    0.10447972E+03    0.10465769E+03
    0.18300000E+06    0.11344915E+02    0.34485446E+02    0.45830361E+02    0.13772559E+03    0.32897690E+00    0.33276577E+00    0.10482319E+03    0.10448069E+03    0.10465889E+03
    0.18333333E+06    0.11345733E+02    0.34485056E+02    0.45830788E+02    0.13772750E+03    0.32900433E+00    0.33276426E+00    0.10482200E+03    0.10448167E+03    0.10466035E+03
    0.18366667E+06    0.11346544E+02    0.34484672E+02    0.45831216E+02    0.13772908E+03    0.32903150E+00    0.33276354E+00    0.10482083E+03    0.10448264E+03    0.10466155E+03
    0.18400000E+06    0.11347348E+02    0.34484295E+02    0.45831643E+02    0.13773032E+03    0.32905843E+00    0.33276363E+00    0.10481969E+03    0.10448362E+03    0.10466249E+03
    0.18433333E+06    0.11348146E+02    0.34483923E+02    0.45832069E+02    0.13773173E+03    0.32908512E+00    0.33276332E+00    0.10481856E+03    0.10448459E+03    0.10466357E+03
    0.18466667E+06    0.11348937E+02    0.34483557E+02    0.45832494E+02    0.13773298E+03    0.32911157E+00    0.33276339E+00    0.10481744E+03    0.10448556E+03    0.10466452E+03
    0.18500000E+06    0.11349723E+02    0.34483196E+02    0.45832919E+02    0.13773408E+03    0.32913778E+00    0.33276383E+00    0.10481635E+03    0.10448653E+03    0.10466535E+03
    0.18533333E+06    0.11350502E+02    0.34482841E+02    0.45833342E+02    0.13773524E+03    0.32916376E+00    0.33276408E+00    0.10481527E+03    0.10448749E+03    0.10466623E+03
    0.18566667E+06    0.11351274E+02    0.34482491E+02    0.45833765E+02    0.13773627E+03    0.32918951E+00    0.33276467E+00    0.10481420E+03    0.10448845E+03    0.10466701E+03
    0.18600000E+06    0.11352041E+02    0.34482145E+02    0.45834186E+02    0.13773715E+03    0.32921504E+00    0.33276562E+00    0.10481315E+03    0.10448941E+03    0.10466768E+03
    0.18633333E+06    0.11352801E+02    0.34481805E+02    0.45834606E+02    0.13773817E+03    0.32924034E+00    0.33276618E+00    0.10481212E+03    0.10449037E+03    0.10466846E+03
    0.18666667E+06    0.11353556E+02    0.34481469E+02    0.45835024E+02    0.13773891E+03    0.32926543E+00    0.33276744E+00    0.10481110E+03    0.10449133E+03    0.10466902E+03
    0.18700000E+06    0.11354304E+02    0.34481137E+02    0.45835441E+02    0.13773935E+03    0.32929031E+00    0.33276940E+00    0.10481009E+03    0.10449228E+03    0.10466935E+03
    0.18733333E+06    0.11355047E+02    0.34480808E+02    0.45835855E+02    0.13773969E+03    0.32931498E+00    0.33277158E+00    0.10480909E+03    0.10449322E+03    0.10466962E+03
    0.18766667E+06    0.11355783E+02    0.34480484E+02    0.45836267E+02    0.13774040E+03    0.32933944E+00    0.33277287E+00    0.10480810E+03    0.10449416E+03    0.10467015E+03
    0.18800000E+06    0.11356514E+02    0.34480164E+02    0.45836678E+02    0.13774147E+03    0.32936370E+00    0.33277326E+00    0.10480713E+03    0.10449510E+03    0.10467097E+03
    0.18833333E+06    0.11357239E+02    0.34479848E+02    0.45837087E+02    0.13774221E+03    0.32938775E+00    0.33277444E+00    0.10480617E+03    0.10449603E+03    0.10467153E+03
    0.18866667E+06    0.11357959E+02    0.34479537E+02    0.45837496E+02    0.13774312E+03    0.32941159E+00    0.33277520E+00    0.10480522E+03    0.10449696E+03    0.10467222E+03
    0.18900000E+06    0.11358673E+02    0.34479230E+02    0.45837903E+02    0.13774420E+03    0.32943523E+00    0.33277556E+00    0.10480429E+03    0.10449789E+03    0.10467304E+03
    0.18933333E+06    0.11359381E+02    0.34478927E+02    0.45838308E+02    0.13774509E+03    0.32945867E+00    0.33277636E+00    0.10480337E+03    0.10449881E+03    0.10467371E+03
    0.18966667E+06    0.11360084E+02    0.34478629E+02    0.45838713E+02    0.13774605E+03    0.32948190E+00    0.33277696E+00    0.10480246E+03    0.10449973E+03    0.10467445E+03
    0.19000000E+06    0.11360782E+02    0.34478335E+02    0.45839117E+02    0.13774710E+03    0.32950494E+00    0.33277735E+00    0.10480157E+03    0.10450065E+03    0.10467525E+03
    0.19033333E+06    0.11361474E+02    0.34478045E+02    0.45839519E+02    0.13774801E+03    0.32952778E+00    0.33277808E+00    0.10480069E+03    0.10450157E+03    0.10467594E+03
    0.19066667E+06    0.11362160E+02    0.34477760E+02    0.45839920E+02    0.13774900E+03    0.32955042E+00    0.33277861E+00    0.10479982E+03    0.10450249E+03    0.10467669E+03
    0.19100000E+06    0.11362842E+02    0.34477479E+02    0.45840321E+02    0.13775006E+03    0.32957287E+00    0.33277894E+00    0.10479897E+03    0.10450340E+03    0.10467750E+03
    0.19133333E+06    0.11363518E+02    0.34477202E+02    0.45840720E+02    0.13775099E+03    0.32959513E+00    0.33277960E+00    0.10479813E+03    0.10450431E+03    0.10467820E+03
    0.19166667E+06    0.11364189E+02    0.34476929E+02    0.45841118E+02    0.13775200E+03    0.32961720E+00    0.33278006E+00    0.10479730E+03    0.10450522E+03    0.10467896E+03
    0.19200000E+06    0.11364855E+02    0.34476660E+02    0.45841515E+02    0.13775308E+03    0.32963909E+00    0.33278034E+00    0.10479648E+03    0.10450612E+03    0.10467979E+03
    0.19233333E+06    0.11365516E+02    0.34476396E+02    0.45841911E+02    0.13775402E+03    0.32966079E+00    0.33278092E+00    0.10479568E+03    0.10450703E+03    0.10468051E+03
    0.19266667E+06    0.11366172E+02    0.34476135E+02    0.45842306E+02    0.13775504E+03    0.32968230E+00    0.33278133E+00    0.10479488E+03    0.10450793E+03    0.10468128E+03
    0.19300000E+06    0.11366822E+02    0.34475878E+02    0.45842701E+02    0.13775614E+03    0.32970363E+00    0.33278155E+00    0.10479410E+03    0.10450883E+03    0.10468211E+03
    0.19333333E+06    0.11367468E+02    0.34475626E+02    0.45843094E+02    0.13775710E+03    0.32972479E+00    0.33278208E+00    0.10479334E+03    0.10450972E+03    0.10468284E+03
    0.19366667E+06    0.11368109E+02    0.34475377E+02    0.45843486E+02    0.13775813E+03    0.32974576E+00    0.33278243E+00    0.10479258E+03    0.10451062E+03    0.10468363E+03
    0.19400000E+06    0.11368746E+02    0.34475132E+02    0.45843878E+02    0.13775923E+03    0.32976655E+00    0.33278261E+00    0.10479184E+03    0.10451151E+03    0.10468446E+03
    0.19433333E+06    0.11369377E+02    0.34474891E+02    0.45844268E+02    0.13776021E+03    0.32978718E+00    0.33278309E+00    0.10479110E+03    0.10451240E+03    0.10468521E+03
    0.19466667E+06    0.11370004E+02    0.34474654E+02    0.45844658E+02    0.13776126E+03    0.32980762E+00    0.33278339E+00    0.10479038E+03    0.10451329E+03    0.10468600E+03
    0.19500000E+06    0.11370626E+02    0.34474421E+02    0.45845047E+02    0.13776237E+03    0.32982790E+00    0.33278353E+00    0.10478967E+03    0.10451417E+03    0.10468685E+03
    0.19533333E+06    0.11371243E+02    0.34474191E+02    0.45845435E+02    0.13776336E+03    0.32984800E+00    0.33278395E+00    0.10478898E+03    0.10451506E+03    0.10468760E+03
    0.19566667E+06    0.11371856E+02    0.34473966E+02    0.45845822E+02    0.13776441E+03    0.32986794E+00    0.33278422E+00    0.10478829E+03    0.10451594E+03    0.10468840E+03
    0.19600000E+06    0.11372464E+02    0.34473744E+02    0.45846208E+02    0.13776553E+03    0.32988771E+00    0.33278432E+00    0.10478762E+03    0.10451682E+03    0.10468925E+03
    0.19633333E+06    0.11373068E+02    0.34473525E+02    0.45846593E+02    0.13776653E+03    0.32990732E+00    0.33278470E+00    0.10478695E+03    0.10451770E+03    0.10469001E+03
    0.19666667E+06    0.11373668E+02    0.34473310E+02    0.45846978E+02    0.13776759E+03    0.32992676E+00    0.33278492E+00    0.10478630E+03    0.10451858E+03    0.10469082E+03
    0.19700000E+06    0.11374262E+02    0.34473099E+02    0.45847362E+02    0.13776872E+03    0.32994604E+00    0.33278500E+00    0.10478566E+03    0.10451945E+03    0.10469167E+03
    0.19733333E+06    0.11374853E+02    0.34472892E+02    0.45847745E+02    0.13776973E+03    0.32996515E+00    0.33278533E+00    0.10478503E+03    0.10452032E+03    0.10469244E+03
    0.19766667E+06    0.11375439E+02    0.34472688E+02    0.45848127E+02    0.13777080E+03    0.32998411E+00    0.33278552E+00    0.10478441E+03    0.10452120E+03    0.10469325E+03
    0.19800000E+06    0.11376021E+02    0.34472487E+02    0.45848508E+02    0.13777193E+03    0.33000291E+00    0.33278557E+00    0.10478380E+03    0.10452207E+03    0.10469411E+03
    0.19833333E+06    0.11376599E+02    0.34472290E+02    0.45848889E+02    0.13777295E+03    0.33002156E+00    0.33278587E+00    0.10478320E+03    0.10452293E+03    0.10469488E+03
    0.19866667E+06    0.11377172E+02    0.34472097E+02    0.45849269E+02    0.13777402E+03    0.33004005E+00    0.33278602E+00    0.10478261E+03    0.10452380E+03    0.10469570E+03
    0.19900000E+06    0.11377742E+02    0.34471906E+02    0.45849648E+02    0.13777515E+03    0.33005839E+00    0.33278604E+00    0.10478203E+03    0.10452466E+03    0.10469656E+03
    0.19933333E+06    0.11378307E+02    0.34471720E+02    0.45850027E+02    0.13777618E+03    0.33007657E+00    0.33278631E+00    0.10478146E+03    0.10452553E+03    0.10469734E+03
